ori_label,total_num,untargeted_num,untargeted_asr,targeted_num,targeted_asr,pixeltext_white_back_prob,pixeltext_black_back_prob,pixeltext_middle_back_prob
sunglass,30939,18271,0.5905491450919551,11075,0.3579624422250234,0.92578125,0.912109375,0.91552734375
cinema,30939,18601,0.6012152946119784,11206,0.3621965803678205,0.9951171875,0.99267578125,0.9990234375
redbone,30939,18132,0.5860564336274605,11241,0.3633278386502472,1.0,1.0,1.0
warplane,30939,18800,0.6076473059892046,11266,0.364135880280552,1.0,1.0,1.0
iron,30939,17060,0.5514076085199909,11307,0.3654610685542519,1.0,1.0,1.0
switch,30939,18119,0.585636251979702,11651,0.3765797213872459,0.99951171875,1.0,1.0
baseball,30939,20706,0.669252399883642,11925,0.3854358576553864,0.9833984375,0.96044921875,0.97216796875
barrow,30939,18132,0.5860564336274605,12050,0.3894760658069103,0.99755859375,0.99951171875,1.0
pillow,30939,18090,0.5846989236885485,12211,0.3946798539060732,0.99755859375,0.99951171875,0.99951171875
dishrag,30939,18307,0.591712725039594,12383,0.4002391803225702,1.0,0.99755859375,1.0
spotlight,30939,18812,0.6080351659717509,12401,0.4008209702963897,0.99951171875,1.0,1.0
loudspeaker,30939,20682,0.6684766799185494,12796,0.4135880280552054,0.99853515625,1.0,1.0
radio,30939,18952,0.6125601991014578,13026,0.4210220110540095,0.99951171875,1.0,1.0
spindle,30939,18845,0.6091017809237532,13191,0.4263550858140211,0.99951171875,0.9990234375,1.0
screen,30939,19370,0.6260706551601538,13569,0.4385726752642296,0.96240234375,0.99462890625,0.97314453125
ashcan,30939,19581,0.6328905265199263,14178,0.4582565693784544,1.0,1.0,1.0
rule,30939,18845,0.6091017809237532,14208,0.4592262193348201,0.9912109375,0.99267578125,0.99462890625
velvet,30939,18691,0.6041242444810757,14424,0.4662076990206535,1.0,1.0,1.0
harvester,30939,20497,0.6624971718542939,14598,0.4718316687675749,1.0,1.0,1.0
promontory,30939,20601,0.6658586250363618,15081,0.4874430330650635,1.0,1.0,1.0
bubble,30939,20142,0.6510229807039659,15200,0.4912893112253143,0.9990234375,0.99755859375,0.99951171875
drumstick,30939,21032,0.6797892627428165,15390,0.4974304276156308,0.99951171875,0.99951171875,0.99951171875
lycaenid,30939,20095,0.6495038624389928,15580,0.5035715440059472,1.0,1.0,1.0
volleyball,30939,22212,0.7179288276932028,17150,0.5543165583890882,1.0,0.99951171875,0.99951171875
barracouta,30939,22334,0.7218720708490901,17584,0.5683441610911795,1.0,1.0,1.0
leonberg,30939,23546,0.7610459290862666,20352,0.6578105303985261,1.0,,
pembroke,30939,24191,0.7818934031481302,21408,0.6919422088626006,1.0,,
gyromitra,30939,24338,0.7866446879343224,21581,0.6975338569443098,1.0,1.0,1.0
sidewinder,30939,25187,0.8140857816994732,22781,0.7363198551989398,0.99951171875,1.0,1.0
groenendael,30939,25864,0.835967549048127,23812,0.7696434920327095,1.0,1.0,1.0
